Node,OH,NomV,Vpu,P,Q,Qmin,Qmax,Vpu_obj,Phases,PhasesV,Subest,Feeder,
edb9ec8c-1c0d-4127-bbb5-74c4694c5dfc_60 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
edb9ec8c-1c0d-4127-bbb5-74c4694c5dfc_61 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
edb9ec8c-1c0d-4127-bbb5-74c4694c5dfc_62 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
edb9ec8c-1c0d-4127-bbb5-74c4694c5dfc_63 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
edb9ec8c-1c0d-4127-bbb5-74c4694c5dfc_64 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
edb9ec8c-1c0d-4127-bbb5-74c4694c5dfc_65 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_0  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_1  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_2  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_3  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_4  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_5  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_6  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_7  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_8  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_9  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_10 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_11 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_12 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_13 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_14 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_15 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_16 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_17 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_18 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_19 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_20 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_21 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_22 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_23 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_24 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_25 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_26 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_27 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
79f54743-f060-4b70-b111-00fa146c9ed1_28 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_0  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_1  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_2  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_4  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_5  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_6  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_7  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_8  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_9  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_10 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_11 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_12 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_13 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_14 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_15 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_16 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_17 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_18 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_19 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_20 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_21 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_22 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_23 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_24 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_25 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_26 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_27 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_28 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_29 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_30 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_31 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_32 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_33 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_34 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_35 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_36 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_37 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_38 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_39 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_40 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_41 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_42 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_43 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_44 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_45 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_46 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_47 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_48 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_49 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_50 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_51 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_52 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_53 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_54 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_55 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_56 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_57 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_58 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_59 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_60 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_61 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_62 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_64 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
46d5a837-c737-4ccc-bcd6-9ed019a559e5_65 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_0  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_1  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_2  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_3  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_4  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_5  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_6  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_7  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_8  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_9  ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_10 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_11 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_12 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_14 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_15 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_16 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_17 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_18 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_19 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_20 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_21 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_22 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_23 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_24 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_25 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_26 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_27 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_28 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
bb98d362-6e28-4968-9ca5-67f1c3232f10_29 ,S ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_0  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_1  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_2  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_3  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_4  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_5  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_6  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_7  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_8  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_9  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_10 ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_11 ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_12 ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_13 ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
97b60c2e-f4d8-4375-9636-fb3622f4d746_15 ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_0  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_1  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_2  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_3  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_4  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_5  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_6  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_7  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_8  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_9  ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_10 ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
316f45e4-c14a-44ee-b92f-b5521aa1a86b_11 ,A ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0P ,0P_BT ,True ,True ,
